SINGLE/CLUMP,Photos date,IPAM date,microPAM Date,Species,Crosstype,Lifestage,Year,Timepoint,Temp2,Temp,Treatment,Tank,Cassette,Plate.Slide,Well,Mom,Dad,Family,Genetic,Recruit,Survival T6,F microPAM,Fm' microPAM,YII_micro,F (IPAM),Fm' (IPAM),Y(II) (IPAM),IndID,Cone,popcross
C,01.02.21,,02.02.21,A.ten,IndivCross,Juvenile,2021,-4,27.5C,HOT,D1,11,655,2828,C,Parke5,Davies6,Parke5xDavies6,T.F22,5,1,0.149,0.2304,0.353,,,,11.655.2828.5,C78,PARxDAV
C,01.02.21,,02.02.21,A.ten,IndivCross,Juvenile,2021,-4,27.5C,HOT,D1,11,655,2938,B,Jewell8,Davies6,Jewell8xDavies6,T.F18,2,1,0.1549,0.2407,0.356,,,,11.655.2938.2,C87,JEWxDAV
S,01.02.21,,02.02.21,A.ten,BulkCross,Juvenile,2021,-4,27.5C,HOT,D1,11,655,2791,B,PalmsBulk,Davies6Bulk,PalmsBulkxDavies6Bulk,Model6rep1,4,1,0.1623,0.2475,0.345,,,,11.655.2791.4,C13,PALxDAV
S,01.02.21,,02.02.21,A.ten,BulkCross,Juvenile,2021,-4,27.5C,HOT,D1,11,655,2759,A,Switzer6Bulk,Davies6Bulk,Switzer6BulkxDavies6Bulk,Model5rep1,2,1,0.1652,0.2407,0.314,,,,11.655.2759.2,C9,SWIxDAV
C,01.02.21,,02.02.21,A.ten,IndivCross,Juvenile,2021,-4,27.5C,HOT,D1,11,655,1668,C,Switzer2,Davies1,Switzer2xDavies1,T.F26,6,1,0.1819,0.2319,0.216,,,,11.655.1668.6,C96,SWIxDAV
C,01.02.21,,02.02.21,A.ten,IndivCross,Juvenile,2021,-4,27.5C,HOT,D1,11,643,2944,B,Davies6,Davies1,Davies6xDavies1,T.F13,1,1,,,,,,,11.643.2944.1,C75,DAVxDAV
C,01.02.21,,02.02.21,A.ten,IndivCross,Juvenile,2021,-4,27.5C,HOT,D1,11,643,1964,B,Jewell8,Palms5,Jewell8xPalms5,T.F53,2,1,0.125,0.2167,0.423,,,,11.643.1964.2,C29,JEWxPAL
C,01.02.21,,02.02.21,A.ten,IndivCross,Juvenile,2021,-4,27.5C,HOT,D1,11,643,1965,A,Palms4,Palms2,Palms4xPalms2,T.F33,1,1,0.1755,0.251,0.301,,,,11.643.1965.1,C94,PALxPAL
C,01.02.21,,02.02.21,A.ten,IndivCross,Juvenile,2021,-4,27.5C,HOT,D1,11,643,2778,D,Davies1,Davies8,Davies1xDavies8,T.F16,5*,1,0.1265,0.2039,0.38,,,,11.643.2778.5*,C82,DAVxDAV
C,01.02.21,,02.02.21,A.ten,IndivCross,Juvenile,2021,-4,27.5C,HOT,D1,11,643,2819,B,Jewell2,Palms1,Jewell2xPalms1,T.F39,2,1,0.148,0.2108,0.298,,,,11.643.2819.2,C30,JEWxPAL
S,01.02.21,,02.02.21,A.ten,BulkCross,Juvenile,2021,-4,27.5C,HOT,D1,11,649,2874,B,Switzer6Bulk,Switzer6Bulk,Switzer6BulkxSwitzer6Bulk,Model4rep1,1,1,0.1583,0.2471,0.359,,,,11.649.2874.1,C7,SWIxSWI
C,01.02.21,,02.02.21,A.ten,IndivCross,Juvenile,2021,-4,27.5C,HOT,D1,11,649,2910,D,Jewell8,Jewell3,Jewell8xJewell3,T.F68,2,1,0.125,0.1946,0.358,,,,11.649.2910.2,C100,JEWxJEW
S,01.02.21,,02.02.21,A.ten,IndivCross,Juvenile,2021,-4,27.5C,HOT,D1,11,649,1932,C,Jewell8,Palms4,Jewell8xPalms4,T.F47,2,1,0.1304,0.1863,0.3,,,,11.649.1932.2,C59,JEWxPAL
C,01.02.21,,02.02.21,A.ten,BulkCross,Juvenile,2021,-4,27.5C,HOT,D1,11,649,2302,D,Jewell(bottom),Davies6Bulk,Jewell(bottom)xDavies6bulk,Model1rep1,1,1,0.1868,0.2711,0.311,,,,11.649.2302.1,C1,JEWxDAV
S,01.02.21,,02.02.21,A.ten,IndivCross,Juvenile,2021,-4,27.5C,HOT,D1,11,649,1478,A,Davies13,Davies1,Davies13xDavies1,T.F66,1,1,0.2,0.2637,0.242,,,,11.649.1478.1,C102,DAVxDAV
S,01.02.21,,02.02.21,A.ten,IndivCross,Juvenile,2021,-4,27.5C,HOT,D1,12,474,2854,A,Davies1,Davies8,Davies1xDavies8,T.F16,1,1,0.1353,0.2245,0.397,,,,12.474.2854.1,C82,DAVxDAV
C,01.02.21,,02.02.21,A.ten,IndivCross,Juvenile,2021,-4,27.5C,HOT,D1,12,474,2335,B,Parke4,Parke2,Parke4xParke2,T.F5,2,1,0.1466,0.2152,0.319,,,,12.474.2335.2,C76,PARxPAR
C,01.02.21,,02.02.21,A.ten,IndivCross,Juvenile,2021,-4,27.5C,HOT,D1,12,474,2816,D,Jewell2,Palms1,Jewell2xPalms1,T.F39,3,1,0.1833,0.2569,0.286,,,,12.474.2816.3,C30,JEWxPAL
S,01.02.21,,02.02.21,A.ten,IndivCross,Juvenile,2021,-4,27.5C,HOT,D1,12,474,2337,C,Jewell8,Davies13,Jewell8xDavies13,T.F65,6,1,0.1662,0.2549,0.348,,,,12.474.2337.6,C62,JEWxDAV
C,01.02.21,,02.02.21,A.ten,IndivCross,Juvenile,2021,-4,27.5C,HOT,D1,12,474,1520,A,Palms2,Palms5,Palms2xPalms5,T.F35,1,1,0.1324,0.2093,0.368,,,,12.474.1520.1,C86,PALxPAL
S,01.02.21,,02.02.21,A.ten,IndivCross,Juvenile,2021,-4,27.5C,HOT,D1,12,304,1656,A,Jewell5,Palms4,Jewell5xPalms4,T.F45,1,1,0.1529,0.1961,0.22,,,,12.304.1656.1,C34,JEWxPAL
C,01.02.21,,02.02.21,A.ten,IndivCross,Juvenile,2021,-4,27.5C,HOT,D1,12,304,2922,C,Switzer4,Switzer7,Switzer4xSwitzer7,T.F12,5,1,0.1564,0.2387,0.345,,,,12.304.2922.5,C69,SWIxSWI
C,01.02.21,,02.02.21,A.ten,IndivCross,Juvenile,2021,-4,27.5C,HOT,D1,12,304,2980,A,Switzer6,Switzer4,Switzer6xSwitzer4,T.F9,1,1,0.1676,0.2456,0.317,,,,12.304.2980.1,C93,SWIxSWI
C,01.02.21,,02.02.21,A.ten,IndivCross,Juvenile,2021,-4,27.5C,HOT,D1,12,304,2708,A,Switzer7,Switzer6,Switzer7xSwitzer6,T.F10,1,1,0.1294,0.2108,0.386,,,,12.304.2708.1,C80,SWIxSWI
C,01.02.21,,02.02.21,A.ten,IndivCross,Juvenile,2021,-4,27.5C,HOT,D1,12,304,1648,C,Switzer2,Davies1,Switzer2xDavies1,T.F26,3,1,0.1765,0.2951,0.402,,,,12.304.1648.3,C96,SWIxDAV
C,01.02.21,,02.02.21,A.ten,IndivCross,Juvenile,2021,-4,27.5C,HOT,D1,12,407,1235,A,Parke2,Parke5,Parke2xParke5,T.F8,3,1,0.1676,0.2191,0.235,,,,12.407.1235.3,C90,PARxPAR
C,01.02.21,,02.02.21,A.ten,IndivCross,Juvenile,2021,-4,27.5C,HOT,D1,12,407,2741,C,Switzer4,Davies8,Switzer4xDavies8,T.F31,9,1,0.149,0.2137,0.303,,,,12.407.2741.9,C72,SWIxDAV
C,01.02.21,,02.02.21,A.ten,IndivCross,Juvenile,2021,-4,27.5C,HOT,D1,12,407,1297,D,Parke4,Davies1,Parke4xDavies1,T.F21,1,1,0.1941,0.2583,0.249,,,,12.407.1297.1,C66,PARxDAV
C,01.02.21,,02.02.21,A.ten,BulkCross,Juvenile,2021,-4,27.5C,HOT,D1,12,407,1244,B,Switzer6Bulk,Davies6Bulk,Switzer6BulkxDavies6Bulk,Model5rep1,2,1,0.149,0.2211,0.326,,,,12.407.1244.2,C9,SWIxDAV
C,01.02.21,,02.02.21,A.ten,IndivCross,Juvenile,2021,-4,27.5C,HOT,D1,12,456,1901,C,Jewell6,Palms1,Jewell6xPalms1,T.F38,1,1,0.1564,0.2309,0.323,,,,12.456.1901.1,C31,JEWxPAL
C,01.02.21,,02.02.21,A.ten,IndivCross,Juvenile,2021,-4,27.5C,HOT,D1,12,456,1983,C,Palms4,Palms2,Palms4xPalms2,T.F33,2,1,0.1377,0.2176,0.367,,,,12.456.1983.2,C94,PALxPAL
C,01.02.21,,02.02.21,A.ten,IndivCross,Juvenile,2021,-4,27.5C,HOT,D1,12,456,2899,C,Jewell8,Jewell3,Jewell8xJewell3,T.F68,2,1,0.2387,0.3172,0.247,,,,12.456.2899.2,C100,JEWxJEW
C,01.02.21,,02.02.21,A.ten,IndivCross,Juvenile,2021,-4,27.5C,HOT,D1,12,456,1945,C,Palms5,Palms4,Palms5xPalms4,T.F34,1,1,0.1245,0.2078,0.401,,,,12.456.1945.1,C79,PALxPAL
C,01.02.21,,02.02.21,A.ten,IndivCross,Juvenile,2021,-4,27.5C,HOT,D1,12,456,1512,A,Jewell3,Davies1,Jewell3xDavies1,T.F58,1,1,0.1412,0.2338,0.396,,,,12.456.1512.1,C101,JEWxDAV
C,01.02.21,,02.02.21,A.ten,BulkCross,Juvenile,2021,-4,27.5C,HOT,D1,12,383,2304,A,Jewell(bottom),Davies6Bulk,Jewell(bottom)xDavies6bulk,Model1rep1,1,1,0.1461,0.2113,0.309,,,,12.383.2304.1,C1,JEWxDAV
C,01.02.21,,02.02.21,A.ten,BulkCross,Juvenile,2021,-4,27.5C,HOT,D1,12,383,2937,B,PalmsBulk,Davies6Bulk,PalmsBulkxDavies6Bulk,Model6rep1,3,1,0.1667,0.2358,0.293,,,,12.383.2937.3,C13,PALxDAV
C,01.02.21,,02.02.21,A.ten,BulkCross,Juvenile,2021,-4,27.5C,HOT,D1,12,383,1250,B,Switzer6Bulk,Switzer6Bulk,Switzer6BulkxSwitzer6Bulk,Model4rep1,6,1,0.2284,0.2882,0.207,,,,12.383.1250.6,C7,SWIxSWI
C,01.02.21,,02.02.21,A.ten,IndivCross,Juvenile,2021,-4,27.5C,HOT,D1,12,383,2947,B,Jewell8,Davies6,Jewell8xDavies6,T.F18,4,1,0.1667,0.2407,0.308,,,,12.383.2947.4,C87,JEWxDAV
C,01.02.21,,02.02.21,A.ten,IndivCross,Juvenile,2021,-4,27.5C,HOT,D1,12,383,2331,B,Switzer6,Davies1,Switzer6xDavies1,T.F29,4,1,0.1343,0.2255,0.404,,,,12.383.2331.4,C68,SWIxDAV
S,01.02.21,,02.02.21,A.ten,IndivCross,Juvenile,2021,-4,27.5C,HOT,D1,12,391,2981,C,Davies8,Davies10,Davies8xDavies10,T.F15,1,1,0.1333,0.1971,0.323,,,,12.391.2981.1,C91,DAVxDAV
S,01.02.21,,02.02.21,A.ten,IndivCross,Juvenile,2021,-4,27.5C,HOT,D1,12,391,2748,A,Parke5,Davies10,Parke5xDavies10,T.F23,1,1,0.1539,0.2328,0.339,,,,12.391.2748.1,C88,PARxDAV
C,01.02.21,,02.02.21,A.ten,IndivCross,Juvenile,2021,-4,27.5C,HOT,D1,12,391,1914,A,Jewell8,Palms5,Jewell8xPalms5,T.F53,1,1,0.1373,0.2176,0.369,,,,12.391.1914.1,C29,JEWxPAL
S,01.02.21,,02.02.21,A.ten,IndivCross,Juvenile,2021,-4,27.5C,HOT,D1,12,391,2368,C,Switzer7,Davies10,Switzer7xDavies10,T.F32,5,1,0.1485,0.2064,0.28,,,,12.391.2368.5,C67,SWIxDAV
C,01.02.21,,02.02.21,A.ten,IndivCross,Juvenile,2021,-4,27.5C,HOT,D1,12,391,1459,A,Davies8,Davies6,Davies8xDavies6,T.F14,1,1,0.1574,0.2265,0.305,,,,12.391.1459.1,C70,DAVxDAV
S,01.02.21,,02.02.21,A.ten,IndivCross,Juvenile,2021,-4,27.5C,HOT,D1,12,320,3199,A,Jewell8,Davies1,Jewell8xDavies1,T.F17,1,1,0.126,0.1819,0.307,,,,12.320.3199.1,C71,JEWxDAV
C,01.02.21,,02.02.21,A.ten,IndivCross,Juvenile,2021,-4,27.5C,HOT,D1,12,320,2810,C,Palms2,Davies1,Palms2xDavies1,T.F37,3,1,0.1216,0.1819,0.332,,,,12.320.2810.3,C84,PALxDAV
C,01.02.21,,02.02.21,A.ten,IndivCross,Juvenile,2021,-4,27.5C,HOT,D1,12,320,2000,C,Jewell8,Palms4,Jewell8xPalms4,T.F47,7,1,0.1265,0.1882,0.328,,,,12.320.2000.7,C59,JEWxPAL
S,01.02.21,,02.02.21,A.ten,IndivCross,Juvenile,2021,-4,27.5C,HOT,D1,12,320,1985,D,Jewell8,Palms1,Jewell8xPalms1,T.F42,5,1,0.1245,0.2059,0.395,,,,12.320.1985.5,C55,JEWxPAL
C,01.02.21,,02.02.21,A.ten,IndivCross,Juvenile,2021,-4,27.5C,HOT,D1,12,320,1650,B,Switzer2,Davies6,Switzer2xDavies6,T.F28,2,1,0.1319,0.1907,0.308,,,,12.320.1650.2,C98,SWIxDAV
C,01.02.21,,02.02.21,A.ten,IndivCross,Juvenile,2021,-4,27.5C,HOT,D1,12,421,2785,B,Jewell8,Davies1,Jewell8xDavies1,T.F64,5,1,0.1569,0.2338,0.329,,,,12.421.2785.5,C65,JEWxDAV
S,01.02.21,,02.02.21,A.ten,IndivCross,Juvenile,2021,-4,27.5C,HOT,D1,12,421,2990,B,Davies6,Davies1,Davies6xDavies1,T.F13,2,1,0.1191,0.2083,0.428,,,,12.421.2990.2,C75,DAVxDAV
S,01.02.21,,02.02.21,A.ten,BulkCross,Juvenile,2021,-4,27.5C,HOT,D1,12,421,2974,B,Parke6Bulk,Davies6Bulk,Parke6bulkxDavies6bulk,Model3rep1,2,1,0.1961,0.2848,0.312,,,,12.421.2974.2,C5,PARxDAV
C,01.02.21,,02.02.21,A.ten,IndivCross,Juvenile,2021,-4,27.5C,HOT,D1,12,421,1488,D,Jewell3,Palms1,Jewell3xPalms1,T.F40,4,1,0.1397,0.2025,0.31,,,,12.421.1488.4,C60,JEWxPAL
C,01.02.21,,02.02.21,A.ten,IndivCross,Juvenile,2021,-4,27.5C,HOT,D1,12,421,2800,B,Parke5,Parke4,Parke5xParke4,T.F6,3,1,0.1485,0.2328,0.362,,,,12.421.2800.3,C83,PARxPAR
S,01.02.21,,02.02.21,A.ten,IndivCross,Juvenile,2021,-4,27.5C,HOT,D1,12,388,2912,B,Parke5,Davies6,Parke5xDavies6,T.F22,1,1,0.1103,0.1765,0.375,,,,12.388.2912.1,C78,PARxDAV
C,01.02.21,,02.02.21,A.ten,IndivCross,Juvenile,2021,-4,27.5C,HOT,D1,12,388,3000,B,Palms4,Davies1,Palms4xDavies1,T.F36,2,1,0.1363,0.1995,0.317,,,,12.388.3000.2,C81,PALxDAV
C,01.02.21,,02.02.21,A.ten,BulkCross,Juvenile,2021,-4,27.5C,HOT,D1,12,388,2879,B,Parke6Bulk,Parke6Bulk,Parke6bulkxParke6bulk,Model2rep1,3,1,0.1289,0.1887,0.317,,,,12.388.2879.3,C3,PARxPAR
S,01.02.21,,02.02.21,A.ten,IndivCross,Juvenile,2021,-4,27.5C,HOT,D1,12,388,1498,A,Davies13,Davies1,Davies13xDavies1,T.F66,1,1,0.1623,0.2137,0.241,,,,12.388.1498.1,C102,DAVxDAV
S,01.02.21,,02.02.21,A.ten,IndivCross,Juvenile,2021,-4,27.5C,HOT,D1,12,388,1482,A,Jewell8,Jewell2,Jewell8xJewell2,T.F1,2,1,0.1196,0.1887,0.366,,,,12.388.1482.2,C74,JEWxJEW
C,01.02.21,,03.02.21,A.ten,IndivCross,Juvenile,2021,-4,27.5C,AMB,SS,13,434,2351,C,Jewell8,Davies13,Jewell8xDavies13,T.F65,5,1,0.1319,0.2206,0.402,,,,13.434.2351.5,C62,JEWxDAV
C,01.02.21,,03.02.21,A.ten,BulkCross,Juvenile,2021,-4,27.5C,AMB,SS,13,434,2385,A,Switzer6Bulk,Davies6Bulk,Switzer6BulkxDavies6Bulk,Model5rep1,1,1,0.1446,0.2377,0.392,,,,13.434.2385.1,C9,SWIxDAV
C,01.02.21,,03.02.21,A.ten,IndivCross,Juvenile,2021,-4,27.5C,AMB,SS,13,434,1627,A,Switzer2,Davies1,Switzer2xDavies1,T.F26,1,1,0.1069,0.1897,0.437,,,,13.434.1627.1,C96,SWIxDAV
C,01.02.21,,03.02.21,A.ten,IndivCross,Juvenile,2021,-4,27.5C,AMB,SS,13,434,1265,D,Switzer6,Switzer4,Switzer6xSwitzer4,T.F9,7,1,0.1275,0.225,0.434,,,,13.434.1265.7,C93,SWIxSWI
C,01.02.21,,03.02.21,A.ten,IndivCross,Juvenile,2021,-4,27.5C,AMB,SS,13,434,2739,C,Parke4,Parke2,Parke4xParke2,T.F5,4,1,0.1328,0.225,0.41,,,,13.434.2739.4,C76,PARxPAR
S,01.02.21,,03.02.21,A.ten,IndivCross,Juvenile,2021,-4,27.5C,AMB,SS,13,496,2870,A,Palms2,Davies1,Palms2xDavies1,T.F37,2,1,0.0838,0.2078,0.597,,,,13.496.2870.2,C84,PALxDAV
S,01.02.21,,03.02.21,A.ten,IndivCross,Juvenile,2021,-4,27.5C,AMB,SS,13,496,1458,B,Davies8,Davies6,Davies8xDavies6,T.F14,1,1,0.0931,0.1534,0.393,,,,13.496.1458.1,C70,DAVxDAV
C,01.02.21,,03.02.21,A.ten,IndivCross,Juvenile,2021,-4,27.5C,AMB,SS,13,496,1664,D,Switzer2,Davies6,Switzer2xDavies6,T.F28,2,1,0.0975,0.199,0.51,,,,13.496.1664.2,C98,SWIxDAV
C,01.02.21,,03.02.21,A.ten,IndivCross,Juvenile,2021,-4,27.5C,AMB,SS,13,303,1467,C,Jewell2,Jewell8,Jewell2xJewell8,T.F4,1,1,0.0853,0.0083,0,,,,13.303.1467.1,C85,JEWxJEW
C,01.02.21,,03.02.21,A.ten,IndivCross,Juvenile,2021,-4,27.5C,AMB,SS,13,303,2749,C,Jewell2,Palms1,Jewell2xPalms1,T.F39,3,1,0.1235,0.2338,0.472,,,,13.303.2749.3,C30,JEWxPAL
C,01.02.21,,03.02.21,A.ten,IndivCross,Juvenile,2021,-4,27.5C,AMB,SS,13,303,1951,C,Jewell8,Palms5,Jewell8xPalms5,T.F53,4,1,0.1265,0.2333,0.458,,,,13.303.1951.4,C29,JEWxPAL
C,01.02.21,,03.02.21,A.ten,IndivCross,Juvenile,2021,-4,27.5C,AMB,SS,13,303,1248,D,Switzer4,Switzer7,Switzer4xSwitzer7,T.F12,2,1,0.1137,0.2,0.431,,,,13.303.1248.2,C69,SWIxSWI
S,01.02.21,,03.02.21,A.ten,IndivCross,Juvenile,2021,-4,27.5C,AMB,SS,13,303,1953,A,Palms5,Palms4,Palms5xPalms4,T.F34,5,1,0.0985,0.1005,0,,,,13.303.1953.5,C79,PALxPAL
C,01.02.21,,03.02.21,A.ten,IndivCross,Juvenile,2021,-4,27.5C,AMB,SS,13,261,2958,A,Parke5,Davies6,Parke5xDavies6,T.F22,1,1,0.1088,0.2074,0.475,,,,13.261.2958.1,C78,PARxDAV
C,01.02.21,,03.02.21,A.ten,BulkCross,Juvenile,2021,-4,27.5C,AMB,SS,13,261,2907,C,Jewell(bottom),Davies6Bulk,Jewell(bottom)xDavies6bulk,Model1rep1,4,1,0.1412,0.2358,0.401,,,,13.261.2907.4,C1,JEWxDAV
C,01.02.21,,03.02.21,A.ten,IndivCross,Juvenile,2021,-4,27.5C,AMB,SS,13,261,1476,C,Jewell8,Jewell2,Jewell8xJewell2,T.F1,3,1,0.1118,0.2059,0.457,,,,13.261.1476.3,C74,JEWxJEW
S,01.02.21,,03.02.21,A.ten,IndivCross,Juvenile,2021,-4,27.5C,AMB,SS,13,261,2936,D,Parke2,Parke5,Parke2xParke5,T.F8,6,1,0.1044,0.1975,0.471,,,,13.261.2936.6,C90,PARxPAR
C,01.02.21,,03.02.21,A.ten,BulkCross,Juvenile,2021,-4,27.5C,AMB,SS,13,261,2864,B,Switzer6Bulk,Switzer6Bulk,Switzer6BulkxSwitzer6Bulk,Model4rep1,2,1,0.1196,0.2078,0.425,,,,13.261.2864.2,C7,SWIxSWI
C,01.02.21,,03.02.21,A.ten,IndivCross,Juvenile,2021,-4,27.5C,AMB,SS,13,410,1994,B,Jewell8,Palms4,Jewell8xPalms4,T.F47,4,1,0.1064,0.0387,0,,,,13.410.1994.4,C59,JEWxPAL
S,01.02.21,,03.02.21,A.ten,IndivCross,Juvenile,2021,-4,27.5C,AMB,SS,13,410,2847,B,Davies13,Davies1,Davies13xDavies1,T.F66,2,1,0.127,0.2304,0.449,,,,13.410.2847.2,C102,DAVxDAV
S,01.02.21,,03.02.21,A.ten,IndivCross,Juvenile,2021,-4,27.5C,AMB,SS,13,410,1247,D,Palms4,Davies1,Palms4xDavies1,T.F36,6,1,0.1078,0.2113,0.49,,,,13.410.1247.6,C81,PALxDAV
S,01.02.21,,03.02.21,A.ten,IndivCross,Juvenile,2021,-4,27.5C,AMB,SS,13,410,2390,A,Davies6,Davies1,Davies6xDavies1,T.F13,1,1,0.1108,0.2137,0.482,,,,13.410.2390.1,C75,DAVxDAV
C,01.02.21,,03.02.21,A.ten,IndivCross,Juvenile,2021,-4,27.5C,AMB,SS,13,410,2952,B,Davies1,Davies8,Davies1xDavies8,T.F16,3,1,0.1466,0.2044,0.283,,,,13.410.2952.3,C82,DAVxDAV
S,01.02.21,,03.02.21,A.ten,BulkCross,Juvenile,2021,-4,27.5C,AMB,SS,13,255,2372,B,PalmsBulk,Davies6Bulk,PalmsBulkxDavies6Bulk,Model6rep1,1,1,0.1093,0.1887,0.421,,,,13.255.2372.1,C13,PALxDAV
S,01.02.21,,03.02.21,A.ten,IndivCross,Juvenile,2021,-4,27.5C,AMB,SS,13,255,1535,C,Jewell3,Davies1,Jewell3xDavies1,T.F58,2,1,0.1186,0.2157,0.45,,,,13.255.1535.2,C101,JEWxDAV
C,01.02.21,,03.02.21,A.ten,IndivCross,Juvenile,2021,-4,27.5C,AMB,SS,13,255,2884,B,Switzer7,Switzer6,Switzer7xSwitzer6,T.F10,1,1,0.1176,0.1956,0.398,,,,13.255.2884.1,C80,SWIxSWI
S,01.02.21,,03.02.21,A.ten,BulkCross,Juvenile,2021,-4,27.5C,AMB,SS,13,255,2991,A,Parke6Bulk,Parke6Bulk,Parke6bulkxParke6bulk,Model2rep1,1,1,0.1284,0.2162,0.406,,,,13.255.2991.1,C3,PARxPAR
S,01.02.21,,03.02.21,A.ten,IndivCross,Juvenile,2021,-4,27.5C,AMB,SS,13,255,2844,C,Parke5,Davies10,Parke5xDavies10,T.F23,2,1,0.1176,0.2098,0.439,,,,13.255.2844.2,C88,PARxDAV
S,01.02.21,,03.02.21,A.ten,IndivCross,Juvenile,2021,-4,27.5C,AMB,SS,13,371,1501,C,Palms2,Palms5,Palms2xPalms5,T.F35,3,1,0.1475,0.2574,0.427,,,,13.371.1501.3,C86,PALxPAL
S,01.02.21,,03.02.21,A.ten,IndivCross,Juvenile,2021,-4,27.5C,AMB,SS,13,371,1499,D,Switzer7,Davies10,Switzer7xDavies10,T.F32,3,1,0.1314,0.2363,0.444,,,,13.371.1499.3,C67,SWIxDAV
C,01.02.21,,03.02.21,A.ten,IndivCross,Juvenile,2021,-4,27.5C,AMB,SS,13,371,1490,A,Jewell8,Jewell3,Jewell8xJewell3,T.F68,1,1,0.1172,0.1956,0.401,,,,13.371.1490.1,C100,JEWxJEW
C,01.02.21,,03.02.21,A.ten,IndivCross,Juvenile,2021,-4,27.5C,AMB,SS,13,371,1485,C,Jewell6,Palms1,Jewell6xPalms1,T.F38,1,1,0.1368,0.227,0.397,,,,13.371.1485.1,C31,JEWxPAL
S,01.02.21,,03.02.21,A.ten,IndivCross,Juvenile,2021,-4,27.5C,AMB,SS,13,279,2917,C,Jewell8,Davies6,Jewell8xDavies6,T.F18,2,1,0.0917,0.1794,0.489,,,,13.279.2917.2,C87,JEWxDAV
C,01.02.21,,03.02.21,A.ten,IndivCross,Juvenile,2021,-4,27.5C,AMB,SS,13,279,2986,D,Parke5,Parke4,Parke5xParke4,T.F6,2,1,0.0946,0.198,0.522,,,,13.279.2986.2,C83,PARxPAR
C,01.02.21,,03.02.21,A.ten,BulkCross,Juvenile,2021,-4,27.5C,AMB,SS,13,279,1214,D,Parke6Bulk,Davies6Bulk,Parke6bulkxDavies6bulk,Model3rep1,1,1,0.1225,0.2333,0.475,,,,13.279.1214.1,C5,PARxDAV
C,01.02.21,,03.02.21,A.ten,IndivCross,Juvenile,2021,-4,27.5C,AMB,SS,13,279,2894,B,Parke4,Davies1,Parke4xDavies1,T.F21,2,1,0.1093,0.2025,0.46,,,,13.279.2894.2,C66,PARxDAV
C,01.02.21,,03.02.21,A.ten,IndivCross,Juvenile,2021,-4,27.5C,AMB,SS,13,279,2732,B,Jewell8,Davies1,Jewell8xDavies1,T.F64,1,1,0.1098,0.2132,0.485,,,,13.279.2732.1,C65,JEWxDAV
S,01.02.21,,03.02.21,A.ten,IndivCross,Juvenile,2021,-4,27.5C,AMB,SS,13,412,1646,A,Jewell5,Palms4,Jewell5xPalms4,T.F45,1,1,0.0936,0.1672,0.44,,,,13.412.1646.1,C34,JEWxPAL
C,01.02.21,,03.02.21,A.ten,IndivCross,Juvenile,2021,-4,27.5C,AMB,SS,13,412,3148,C,Jewell8,Davies1,Jewell8xDavies1,T.F17,2,1,0.1167,0.2098,0.444,,,,13.412.3148.2,C71,JEWxDAV
C,01.02.21,,03.02.21,A.ten,IndivCross,Juvenile,2021,-4,27.5C,AMB,SS,13,412,1645,A,Jewell7,Davies1,Jewell7xDavies1,T.F62,2,1,0.1113,0.2098,0.47,,,,13.412.1645.2,C38,JEWxDAV
C,01.02.21,,03.02.21,A.ten,IndivCross,Juvenile,2021,-4,27.5C,AMB,SS,13,412,1205,C,Switzer6,Davies1,Switzer6xDavies1,T.F29,1,1,0.1539,0.2642,0.417,,,,13.412.1205.1,C68,SWIxDAV
S,01.02.21,,03.02.21,A.ten,IndivCross,Juvenile,2021,-4,27.5C,AMB,SS,13,470,1558,B,Jewell5,Palms5,Jewell5xPalms5,T.F51,1,1,0.1162,0.1985,0.415,,,,13.470.1558.1,C64,JEWxPAL
C,01.02.21,,03.02.21,A.ten,IndivCross,Juvenile,2021,-4,27.5C,AMB,SS,13,470,1495,C,Jewell3,Palms1,Jewell3xPalms1,T.F40,5,1,0.1363,0.0108,0,,,,13.470.1495.5,C60,JEWxPAL
S,01.02.21,,03.02.21,A.ten,IndivCross,Juvenile,2021,-4,27.5C,AMB,SS,13,470,2973,A,Switzer4,Davies8,Switzer4xDavies8,T.F31,1,1,0.1319,0.2279,0.422,,,,13.470.2973.1,C72,SWIxDAV
C,01.02.21,,03.02.21,A.ten,IndivCross,Juvenile,2021,-4,27.5C,AMB,SS,13,470,1904,A,Jewell8,Palms1,Jewell8xPalms1,T.F42,1,1,0.123,0.227,0.458,,,,13.470.1904.1,C55,JEWxPAL
C,01.02.21,,03.02.21,A.ten,IndivCross,Juvenile,2021,-4,27.5C,AMB,SS,13,470,1293,C,Davies8,Davies10,Davies8xDavies10,T.F15,5,1,0.1554,0.2804,0.446,,,,13.470.1293.5,C91,DAVxDAV
S,01.02.21,,04.02.21,A.ten,IndivCross,Juvenile,2021,-4,27.5C,HOT,JEWELL,14,269,1610,A,Jewell2,Palms4,Jewell2xPalms4,T.F44,1,1,0.0936,0.0956,0,,,,14.269.1610.1,C56,JEWxPAL
C,01.02.21,,04.02.21,A.ten,IndivCross,Juvenile,2021,-4,27.5C,HOT,JEWELL,14,269,2995,D,Switzer6,Davies1,Switzer6xDavies1,T.F29,4,1,0.1069,0.1098,0,,,,14.269.2995.4,C68,SWIxDAV
